Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	modified	bibliographicCitation	references	identifier	title	datasetID.y	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI	row_id	Project.Request	Point.of.Contact.for.Submission	Email	Common.Name	Survey.Type
LAMINARIA	R18467;R18468;R18469	144199	urn:lsid:marinespecies.org:taxname:144199	urn:lsid:marinespecies.org:taxname:144199	urn:lsid:marinespecies.org:taxname:144199	urn:lsid:marinespecies.org:taxname:143755	Laminaria	Laminaria	Laminariaceae	Lamouroux, J. V. F. (1813). Essai sur les genres de la famille des thalassiophytes non articulées. <em>Annales du Muséum d'Histoire Naturelle [Paris].</em> 20: 21-47, 115-139, 267-293.	1813	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Laminaria	NA	NA	NA	Genus	J.V. Lamouroux, 1813	accepted	2012-07-04	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Laminaria J.V. Lamouroux, 1813. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144199	https://www.marinespecies.org/aphia.php?p=taxdetails&id=144199	NA	NA	NA	144199	143755	NA	NCBI:txid33636	NA	R18468	PISCO	Jenn Caselle	caselle@ucsb.edu	Laminaria	Encountered
LAMINARIA	R18467;R18468;R18469	144199	urn:lsid:marinespecies.org:taxname:144199	urn:lsid:marinespecies.org:taxname:144199	urn:lsid:marinespecies.org:taxname:144199	urn:lsid:marinespecies.org:taxname:143755	Laminaria	Laminaria	Laminariaceae	Lamouroux, J. V. F. (1813). Essai sur les genres de la famille des thalassiophytes non articulées. <em>Annales du Muséum d'Histoire Naturelle [Paris].</em> 20: 21-47, 115-139, 267-293.	1813	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Laminaria	NA	NA	NA	Genus	J.V. Lamouroux, 1813	accepted	2012-07-04	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Laminaria J.V. Lamouroux, 1813. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144199	https://www.marinespecies.org/aphia.php?p=taxdetails&id=144199	NA	NA	NA	144199	143755	NA	NCBI:txid33636	NA	R18469	PISCO	Jenn Caselle	caselle@ucsb.edu	Setchell's Kelp	Encountered
LATICOROPHIUM	R05187	415544	urn:lsid:marinespecies.org:taxname:415544	urn:lsid:marinespecies.org:taxname:415544	urn:lsid:marinespecies.org:taxname:415544	urn:lsid:marinespecies.org:taxname:431323	Laticorophium	Laticorophium	Corophiini	Bousfield, E. L.; Hoover, P. M. (1997). The amphipod superfamily Corophioidea on the Pacific Coast of North America. Part V. Family Corophiidae: Corophiinae, new subfamily. <em>Systematics and distributional ecology. Amphipacifica.</em> 2(3): 67-139.	1997	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	Laticorophium	NA	NA	NA	Genus	Bousfield & Hoover, 1997	accepted	2010-08-18	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Laticorophium Bousfield & Hoover, 1997. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=415544	https://www.marinespecies.org/aphia.php?p=taxdetails&id=415544	NA	NA	NA	415544	431323	NA	NA	NA	R05187	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
LEIOCAPITELLA	R05193	129215	urn:lsid:marinespecies.org:taxname:129215	urn:lsid:marinespecies.org:taxname:129215	urn:lsid:marinespecies.org:taxname:129215	urn:lsid:marinespecies.org:taxname:921	Leiocapitella	Leiocapitella	Capitellidae	Hartman, Olga. (1947). Polychaetous annelids. Part VII. Capitellidae. <em>Allan Hancock Pacific Expeditions.</em> 10(4): 391-481 [including plates 43-58].	1947	Animalia	Annelida	Polychaeta	NA	Capitellidae	Leiocapitella	NA	NA	NA	Genus	Hartman, 1947	accepted	2019-05-13	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Leiocapitella Hartman, 1947. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129215	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129215	NA	NA	NA	129215	921	NA	NCBI:txid51292	NA	R05193	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
LEMBOS	R05206	101469	urn:lsid:marinespecies.org:taxname:101469	urn:lsid:marinespecies.org:taxname:101469	urn:lsid:marinespecies.org:taxname:101469	urn:lsid:marinespecies.org:taxname:101368	Lembos	Lembos	Aoridae	Bate, C. S. (1857). A synopsis of the British edriophthalmous Crustacea. Part I. Amphipoda. <em>The Annals and Magazine of Natural History, series 2.</em> 19: 135-152.	1857	Animalia	Arthropoda	Malacostraca	Amphipoda	Aoridae	Lembos	NA	NA	NA	Genus	Spence Bate, 1857	accepted	2021-09-22	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Lembos Spence Bate, 1857. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101469	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101469	NA	NA	NA	101469	101368	NA	NCBI:txid134544	NA	R05206	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
LEPTOGNATHIA	R05254	136229	urn:lsid:marinespecies.org:taxname:136229	urn:lsid:marinespecies.org:taxname:136229	urn:lsid:marinespecies.org:taxname:136229	urn:lsid:marinespecies.org:taxname:237596	Leptognathia	Leptognathia	Leptognathiidae	Sars, G.O. (1882). Revision af gruppen: Isopoda Chelifera med charakteristik af nye herhen hørende arter og slægter. <em>Archiv for Mathematik og Naturvidenskab.</em> 7: 1-54.	1882	Animalia	Arthropoda	Malacostraca	Tanaidacea	Leptognathiidae	Leptognathia	NA	NA	NA	Genus	Sars, 1882	accepted	2010-01-26	WoRMS (2024). Leptognathia Sars, 1882. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=136229	https://www.marinespecies.org/aphia.php?p=taxdetails&id=136229	NA	NA	NA	136229	237596	NA	NA	NA	R05254	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
LEPTONEREIS	R05258	152401	urn:lsid:marinespecies.org:taxname:152401	urn:lsid:marinespecies.org:taxname:152401	urn:lsid:marinespecies.org:taxname:152401	urn:lsid:marinespecies.org:taxname:324422	Leptonereis	Leptonereis	Gymnonereidinae	Kinberg, J.G.H. (1865). Annulata nova. [Continuatio.]. <em>Öfversigt af Königlich Vetenskapsakademiens förhandlingar, Stockholm.</em> 22(2): 167-179.	1865	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Leptonereis	NA	NA	NA	Genus	Kinberg, 1865	accepted	2019-07-06	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Leptonereis Kinberg, 1865. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=152401	https://www.marinespecies.org/aphia.php?p=taxdetails&id=152401	NA	NA	NA	152401	324422	NA	NA	NA	R05258	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
LEUCON	R01793;R09084	110414	urn:lsid:marinespecies.org:taxname:110414	urn:lsid:marinespecies.org:taxname:110414	urn:lsid:marinespecies.org:taxname:110414	urn:lsid:marinespecies.org:taxname:110382	Leucon	Leucon	Leuconidae	NA	NA	Animalia	Arthropoda	Malacostraca	Cumacea	Leuconidae	Leucon	NA	NA	NA	Genus	Krøyer, 1846	accepted	2004-12-21	Watling, L.; Gerken, S. (2024). World Cumacea Database. Leucon Krøyer, 1846. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110414	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110414	NA	NA	NA	110414	110382	NA	NA	NA	R01793	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
LEUCON	R01793;R09084	110414	urn:lsid:marinespecies.org:taxname:110414	urn:lsid:marinespecies.org:taxname:110414	urn:lsid:marinespecies.org:taxname:110414	urn:lsid:marinespecies.org:taxname:110382	Leucon	Leucon	Leuconidae	NA	NA	Animalia	Arthropoda	Malacostraca	Cumacea	Leuconidae	Leucon	NA	NA	NA	Genus	Krøyer, 1846	accepted	2004-12-21	Watling, L.; Gerken, S. (2024). World Cumacea Database. Leucon Krøyer, 1846. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110414	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110414	NA	NA	NA	110414	110382	NA	NA	NA	R09084	EcoFOCI Zooplankton	David Kimmel	david.kimmel@noaa.gov	NA	Encountered
LEVINSENIA	R01807	129432	urn:lsid:marinespecies.org:taxname:129432	urn:lsid:marinespecies.org:taxname:129432	urn:lsid:marinespecies.org:taxname:129432	urn:lsid:marinespecies.org:taxname:903	Levinsenia	Levinsenia	Paraonidae	Mesnil, Felix. (1897). Études de morphologie externe chez les Annélides. II. Remarques complémentaires sur les Spionidiens. La famille nouvelle des Disomidiens. La place des Aonides (sensu Tauber, Levinsen). <em>Bulletin scientifique de la France et de la Belgique.</em> 30: 83-100.	1897	Animalia	Annelida	Polychaeta	NA	Paraonidae	Levinsenia	NA	NA	NA	Genus	Mesnil, 1897	accepted	2020-03-17	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Levinsenia Mesnil, 1897. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129432	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129432	NA	NA	NA	129432	903	NA	NCBI:txid251440	NA	R01807	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
LICHEN	R11245	438309	urn:lsid:marinespecies.org:taxname:438309	urn:lsid:marinespecies.org:taxname:438309	urn:lsid:marinespecies.org:taxname:438309	urn:lsid:marinespecies.org:taxname:382455	Lichen	Lichen	Parmeliaceae	Linnaeus, C. (1753). Species plantarum, exhibentes plantas rite cognitas ad genera relatas cum differentiis specificis, nominibus trivialibus, synonymis selectis, locis natalibus, secundum systema sexuale digestas. Stockholm.	1753	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Lichen	NA	NA	NA	Genus	Linnaeus, 1753	accepted	2009-12-09	WoRMS (2024). Lichen Linnaeus, 1753. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=438309	https://www.marinespecies.org/aphia.php?p=taxdetails&id=438309	NA	NA	NA	438309	382455	NA	NCBI:txid78060	NA	R11245	MARINe	Peter Raimondi	raimondi@ucsc.edu	NA	Encountered
LILJEBORGIA	R01811	101582	urn:lsid:marinespecies.org:taxname:101582	urn:lsid:marinespecies.org:taxname:101582	urn:lsid:marinespecies.org:taxname:101582	urn:lsid:marinespecies.org:taxname:718776	Liljeborgia	Liljeborgia	Liljeborgiinae	Bate, C. S. (1863). Catalogue of the Specimens of Amphipodous Crustacea in the Collection of the British Museum. <em>British Museum Natural History: London.</em> i-iv + 1-399, pls. 1-58.	1863	Animalia	Arthropoda	Malacostraca	Amphipoda	Liljeborgiidae	Liljeborgia	NA	NA	NA	Genus	Spence Bate, 1863	accepted	2023-10-12	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Liljeborgia Spence Bate, 1863. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101582	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101582	NA	NA	NA	101582	718776	NA	NA	NA	R01811	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
LIMARIA	R05311	138126	urn:lsid:marinespecies.org:taxname:138126	urn:lsid:marinespecies.org:taxname:138126	urn:lsid:marinespecies.org:taxname:138126	urn:lsid:marinespecies.org:taxname:1778	Limaria	Limaria	Limidae	Link, D. H. F. (1806-1808). Beschreibung der Naturalien-Sammlung der Universität zu Rostock. Adlers Erben. 1, pp. 1-50 [1806]; 2, pp. 51-100 [1807]; 3, pp. 101-165 [1807]; 4, pp. 1-30 [1807]; 5, pp. 1-38 [1808]; 6, pp. 1-38 [1808].	1806-1808	Animalia	Mollusca	Bivalvia	Limida	Limidae	Limaria	NA	NA	NA	Genus	Link, 1807	accepted	2023-09-12	MolluscaBase eds. (2024). MolluscaBase. Limaria Link, 1807. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138126	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138126	NA	NA	NA	138126	1778	NA	NCBI:txid102301	NA	R05311	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
LIPARIS	R00543;R07745;R18481;R19237	126160	urn:lsid:marinespecies.org:taxname:126160	urn:lsid:marinespecies.org:taxname:126160	urn:lsid:marinespecies.org:taxname:126160	urn:lsid:marinespecies.org:taxname:234519	Liparis	Liparis	Liparidae	Scopoli, G.A. (1777). Introductio ad historiam naturalem, sistens genera lapidum, plantarum et animalium hactenus detecta, caracteribus essentialibus donata, in tribus divisa, subinde ad leges naturae. <em>Pragae. Wolfgang Gerle.</em> Pp i-x + 1-506.	1777	Animalia	Chordata	Teleostei	Perciformes	Liparidae	Liparis	NA	NA	NA	Genus	Scopoli, 1777	accepted	2014-11-21	Froese, R. and D. Pauly. Editors. (2024). FishBase. Liparis Scopoli, 1777. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126160	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126160	NA	NA	NA	126160	234519	NA	NCBI:txid183715	NA	R00543	ACCESS Zooplankton	Meredith Elliott	melliott@pointblue.org	NA	Encountered
LIPARIS	R00543;R07745;R18481;R19237	126160	urn:lsid:marinespecies.org:taxname:126160	urn:lsid:marinespecies.org:taxname:126160	urn:lsid:marinespecies.org:taxname:126160	urn:lsid:marinespecies.org:taxname:234519	Liparis	Liparis	Liparidae	Scopoli, G.A. (1777). Introductio ad historiam naturalem, sistens genera lapidum, plantarum et animalium hactenus detecta, caracteribus essentialibus donata, in tribus divisa, subinde ad leges naturae. <em>Pragae. Wolfgang Gerle.</em> Pp i-x + 1-506.	1777	Animalia	Chordata	Teleostei	Perciformes	Liparidae	Liparis	NA	NA	NA	Genus	Scopoli, 1777	accepted	2014-11-21	Froese, R. and D. Pauly. Editors. (2024). FishBase. Liparis Scopoli, 1777. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126160	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126160	NA	NA	NA	126160	234519	NA	NCBI:txid183715	NA	R07745	CalCOFI Ichthyoplankton	Ed Weber	ed.weber@noaa.gov	NA	Encounteted
LIPARIS	R00543;R07745;R18481;R19237	126160	urn:lsid:marinespecies.org:taxname:126160	urn:lsid:marinespecies.org:taxname:126160	urn:lsid:marinespecies.org:taxname:126160	urn:lsid:marinespecies.org:taxname:234519	Liparis	Liparis	Liparidae	Scopoli, G.A. (1777). Introductio ad historiam naturalem, sistens genera lapidum, plantarum et animalium hactenus detecta, caracteribus essentialibus donata, in tribus divisa, subinde ad leges naturae. <em>Pragae. Wolfgang Gerle.</em> Pp i-x + 1-506.	1777	Animalia	Chordata	Teleostei	Perciformes	Liparidae	Liparis	NA	NA	NA	Genus	Scopoli, 1777	accepted	2014-11-21	Froese, R. and D. Pauly. Editors. (2024). FishBase. Liparis Scopoli, 1777. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126160	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126160	NA	NA	NA	126160	234519	NA	NCBI:txid183715	NA	R18481	PISCO	Jenn Caselle	caselle@ucsb.edu	Snailfish	Encountered
LIPARIS	R00543;R07745;R18481;R19237	126160	urn:lsid:marinespecies.org:taxname:126160	urn:lsid:marinespecies.org:taxname:126160	urn:lsid:marinespecies.org:taxname:126160	urn:lsid:marinespecies.org:taxname:234519	Liparis	Liparis	Liparidae	Scopoli, G.A. (1777). Introductio ad historiam naturalem, sistens genera lapidum, plantarum et animalium hactenus detecta, caracteribus essentialibus donata, in tribus divisa, subinde ad leges naturae. <em>Pragae. Wolfgang Gerle.</em> Pp i-x + 1-506.	1777	Animalia	Chordata	Teleostei	Perciformes	Liparidae	Liparis	NA	NA	NA	Genus	Scopoli, 1777	accepted	2014-11-21	Froese, R. and D. Pauly. Editors. (2024). FishBase. Liparis Scopoli, 1777. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126160	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126160	NA	NA	NA	126160	234519	NA	NCBI:txid183715	NA	R19237	Trindidad Headline	Eric Bjorkstedt	eric.bjorkstedt@noaa.gov	NA	Encountered
LIROBITTIUM	R01826	580431	urn:lsid:marinespecies.org:taxname:580431	urn:lsid:marinespecies.org:taxname:580431	urn:lsid:marinespecies.org:taxname:580431	urn:lsid:marinespecies.org:taxname:411649	Lirobittium	Lirobittium	Bittiinae	NA	NA	Animalia	Mollusca	Gastropoda	Caenogastropoda incertae sedis	Cerithiidae	Lirobittium	NA	NA	NA	Genus	Bartsch, 1911	accepted	2023-08-19	MolluscaBase eds. (2024). MolluscaBase. Lirobittium Bartsch, 1911. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=580431	https://www.marinespecies.org/aphia.php?p=taxdetails&id=580431	NA	NA	NA	580431	411649	NA	NA	NA	R01826	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
LUCINA	R05375	147468	urn:lsid:marinespecies.org:taxname:147468	urn:lsid:marinespecies.org:taxname:147468	urn:lsid:marinespecies.org:taxname:147468	urn:lsid:marinespecies.org:taxname:829419	Lucina	Lucina	Lucininae	Bruguière, J. G. (1789-1792). <i>Encyclopédie méthodique ou par ordre de matières. Histoire naturelle des vers</i>, volume 1. Paris: Pancoucke. Pp. i-xviii, 1-344 [Livraison 32, June 1789];  345-757 [Livraison 48, 13 Feb. 1792] [Dates after Evenhuis, 2003, <i>Zootaxa</i>, 166: 37; <i>Zootaxa</i>, 207, some modified by Evenhuis & Petit 2003 Zootaxa 207:1-4]. 	1789-1792	Animalia	Mollusca	Bivalvia	Lucinida	Lucinidae	Lucina	NA	NA	NA	Genus	Bruguière, 1797	accepted	2018-04-12	MolluscaBase eds. (2024). MolluscaBase. Lucina Bruguière, 1797. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147468	https://www.marinespecies.org/aphia.php?p=taxdetails&id=147468	NA	NA	NA	147468	829419	NA	NA	NA	R05375	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
LUGIA	R01853	129449	urn:lsid:marinespecies.org:taxname:129449	urn:lsid:marinespecies.org:taxname:129449	urn:lsid:marinespecies.org:taxname:129449	urn:lsid:marinespecies.org:taxname:322587	Lugia	Lugia	Lugiinae	Quatrefages, A. (1866). Histoire naturelle des Annelés marins et d'eau douce. Annélides et Géphyriens. <b>Volume 2.</b>. Première partie. 1-336. Deuxième Partie. 337-794. Explication des planches p.1-24. planches 1-20. Librarie Encyclopédique de Roret. Paris.	1866	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Lugia	NA	NA	NA	Genus	Quatrefages, 1866	accepted	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Lugia Quatrefages, 1866. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129449	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129449	NA	NA	NA	129449	322587	NA	NA	NA	R01853	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
LYSIANASSA	R05430	101620	urn:lsid:marinespecies.org:taxname:101620	urn:lsid:marinespecies.org:taxname:101620	urn:lsid:marinespecies.org:taxname:101620	urn:lsid:marinespecies.org:taxname:177029	Lysianassa	Lysianassa	Lysianassinae	Milne Edwards, H. (1830). Extrait de recherches pour servir à l'histoire naturelle des crustacés amphipodes. <em>Annales des Sciences Naturelles.</em> 20, 353-399; pl. 10-11.	1830	Animalia	Arthropoda	Malacostraca	Amphipoda	Lysianassidae	Lysianassa	NA	NA	NA	Genus	H. Milne Edwards, 1830	accepted	2019-01-17	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Lysianassa H. Milne Edwards, 1830. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101620	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101620	NA	NA	NA	101620	177029	NA	NA	NA	R05430	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
LYSIPPE	R01877	129166	urn:lsid:marinespecies.org:taxname:129166	urn:lsid:marinespecies.org:taxname:129166	urn:lsid:marinespecies.org:taxname:129166	urn:lsid:marinespecies.org:taxname:152252	Lysippe	Lysippe	Ampharetinae	Malmgren, Anders Johan. (1866? vol for 1865). Nordiska Hafs-Annulater. [part three of three]. <em>Öfversigt af Königlich Vetenskapsakademiens förhandlingar, Stockholm.</em> 22(5): 355-410, plates XVIII-XXIX.	1866? vol for 1865	Animalia	Annelida	Polychaeta	Terebellida	Ampharetidae	Lysippe	NA	NA	NA	Genus	Malmgren, 1866	accepted	2023-03-30	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Lysippe Malmgren, 1866. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129166	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129166	NA	NA	NA	129166	152252	NA	NA	NA	R01877	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
MACROCHAETA	R01886	129141	urn:lsid:marinespecies.org:taxname:129141	urn:lsid:marinespecies.org:taxname:129141	urn:lsid:marinespecies.org:taxname:129141	urn:lsid:marinespecies.org:taxname:920	Macrochaeta	Macrochaeta	Acrocirridae	Grube, Adolf Eduard. (1850). Die Familien der Anneliden. <em>Archiv für Naturgeschichte, Berlin.</em> 16(1): 249-364.	1850	Animalia	Annelida	Polychaeta	Terebellida	Acrocirridae	Macrochaeta	NA	NA	NA	Genus	Grube, 1850	accepted	2016-01-31	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Macrochaeta Grube, 1850. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129141	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129141	NA	NA	NA	129141	920	NA	NCBI:txid278013	NA	R01886	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
MAERA	R05480	101675	urn:lsid:marinespecies.org:taxname:101675	urn:lsid:marinespecies.org:taxname:101675	urn:lsid:marinespecies.org:taxname:101675	urn:lsid:marinespecies.org:taxname:475166	Maera	Maera	Maeridae	Leach, W.E. (1813-1815). Crustaceology. <em>In: Brewster, D. (ed.), The Edinburgh Encyclopaedia. Balfour, Edinburgh, vol. 7(1): 383–384 [1813], 7(2): 385–437, 765–766 [1814], 9(1): pl. CCXXI [1815].</em> 	1813-1815	Animalia	Arthropoda	Malacostraca	Amphipoda	Maeridae	Maera	NA	NA	NA	Genus	Leach, 1814	accepted	2020-06-09	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Maera Leach, 1814. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101675	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101675	NA	NA	NA	101675	475166	NA	NCBI:txid1394511	NA	R05480	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
